2025-03-23 18:05:28, 
2025-03-23 18:06:09, 
2025-03-23 18:10:20, 2000.02
2025-03-23 18:23:16, 2000.62
2025-03-23 18:49:16, 1991.68
2025-03-23 19:01:02, 1991.13
2025-03-23 19:05:01, 1991.03
2025-03-23 19:10:01, 1990.52
2025-03-23 19:15:01, 1990.57
2025-03-23 19:20:01, 1993.05
2025-03-23 19:25:01, 1991.67
2025-03-23 19:30:02, 1991.47
2025-03-23 19:35:01, 1993.31
2025-03-23 19:40:01, 1995.49
2025-03-23 19:45:01, 1994.49
2025-03-23 19:50:02, 1998.41
2025-03-23 19:55:01, 1997.94
2025-03-23 20:00:01, 1998.04
2025-03-23 20:05:01, 1996.63
2025-03-23 20:10:01, 1997.46
2025-03-23 20:15:01, 1998.13
2025-03-23 20:20:02, 1996.22
2025-03-23 20:25:01, 1997.44
2025-03-23 20:30:01, 1996.65
2025-03-23 20:35:01, 1994.92
2025-03-23 20:40:01, 1994.81
2025-03-23 20:45:02, 1995.69
2025-03-23 20:50:01, 1995.8
2025-03-23 20:55:01, 1996.86
2025-03-23 21:00:01, 1996.45
2025-03-23 21:05:02, 1998.52
2025-03-23 21:10:01, 1997.35
2025-03-23 21:15:01, 1997.14
2025-03-23 21:20:01, 1997.09
2025-03-23 21:25:01, 1998.19
2025-03-23 21:30:02, 1998.09
2025-03-23 21:35:01, 1999.83
2025-03-23 21:40:01, 1997.88
2025-03-23 21:45:01, 1997.84
2025-03-23 21:50:01, 1998.74
2025-03-23 21:55:02, 1996.11
2025-03-23 22:00:01, 1994.78
2025-03-23 22:05:01, 1991.67
2025-03-23 22:10:01, 1992.39
2025-03-23 22:15:02, 1991.55
2025-03-23 22:20:01, 1988.94
2025-03-23 22:25:01, 1989.7
2025-03-23 22:30:01, 1990.77
2025-03-23 22:35:01, 1990.63
2025-03-23 22:40:02, 1991.41
2025-03-23 22:45:01, 1991.45
2025-03-23 22:50:01, 1990.15
2025-03-23 22:55:01, 1993.69
2025-03-23 23:00:01, 1995.09
2025-03-23 23:05:02, 1999.04
2025-03-23 23:10:01, 1996.02
2025-03-23 23:15:01, 1997.28
2025-03-23 23:20:01, 1997.26
2025-03-23 23:25:01, 1995.39
2025-03-23 23:30:02, 1992.65
2025-03-23 23:35:01, 1992.3
2025-03-23 23:40:01, 1991.61
2025-03-23 23:45:01, 1989.01
2025-03-23 23:50:01, 1984.18
2025-03-23 23:55:02, 1983.56
2025-03-24 00:00:01, 1986.25
2025-03-24 00:05:01, 1989.48
2025-03-24 00:10:01, 1990.4
2025-03-24 00:15:01, 1988.74
2025-03-24 00:20:02, 1991.53
2025-03-24 00:25:01, 1992.94
2025-03-24 00:30:01, 1994.94
2025-03-24 00:35:01, 1997.13
2025-03-24 00:40:01, 1996.93
2025-03-24 00:45:01, 1994.77
2025-03-24 00:50:02, 1996.34
2025-03-24 00:55:01, 2002.54
2025-03-24 01:00:01, 2006.93
2025-03-24 01:05:01, 2003.75
2025-03-24 01:10:01, 2000.15
2025-03-24 01:15:01, 2000.74
2025-03-24 01:20:01, 2002.76
2025-03-24 01:25:02, 2007.11
2025-03-24 01:30:01, 2009.7
2025-03-24 01:35:01, 2011.94
2025-03-24 01:40:01, 2015.4
2025-03-24 01:45:01, 2009.65
2025-03-24 01:50:01, 2007.53
2025-03-24 01:55:02, 2002.44
2025-03-24 02:00:01, 2001.02
2025-03-24 02:05:01, 1995.68
2025-03-24 02:10:01, 1991.44
2025-03-24 02:15:01, 1991.14
2025-03-24 02:20:01, 1991.05
2025-03-24 02:25:02, 1991.92
2025-03-24 02:30:01, 1989.39
2025-03-24 02:35:01, 1989.23
2025-03-24 02:40:01, 1985.32
2025-03-24 02:45:01, 1986.46
2025-03-24 02:50:02, 1986.09
2025-03-24 02:55:01, 1986.89
2025-03-24 03:00:01, 1982.84
2025-03-24 03:05:01, 1982.89
2025-03-24 03:10:01, 1985.29
2025-03-24 03:15:01, 1984.28
2025-03-24 03:20:01, 1984.91
